id|city|osex|cyear|quality|year|buyer.fname|buyer.lname|buyer.ethnicity|buyer.gender|buyer.age|buyer.nationality|house.type|size|n.rooms|n.bathrooms|price
PT-1146|Lx|Male|1996|Medium|2017|Justin|Dosen|5|0|57|Portugl|Vivenda|224.58|3|3|394
PT-144|Lagos|Female||High|2021|Ash|Huang|2|0|49|Portugal||265.51|3|3|448
PT-410||Male|2002|Very High|2016|Connie|Blanco|4|1|64|Prt|Quinta|179.15|3|3|356
PT-979|Lisboa||2000|Low|2021|Jaque|Marshall|3|1|37|PT|Vivenda|274.37|3|4|419
PT-1035|||2016|Perfect|2018|Patrick|Guzman|4|0|65|PT|Apartamento|135.94|3|3|452
PT-938|Lisboa|Female||Medium|2020|Rosie|Kreul|1|1|68|EUA|Vivenda|323.55|3|2|411
PT-1281|Porto|Male|2015|High|2018|Jesse|Broeren|1|0|54|UK|Apartamento|147.89|3|30|497
PT-1320|Faro|Male|2014|High|2023|Darrin|Drum|1|0|18|UK|Apartamento|230.32|3|1|480
PT-1382|||2000|High|2017|Kassandra|Saenz Gomez|4|1|58|PT|Quinta|118.28|3|2|476
PT-27|Coimbra|Female|2005|Very High|2015|Kelsey|Jones|3|1|58||Quinta|179.87|3|4|469
PT-1386|Porto|Male|2001|High|2021|Dalia|Bernal-Ramirez|4|1|65|Portugal|Vivenda|290.66|3|3|435
PT-964||Female|1995|Perfect|2015|Raamiz|al-Agha|6|0|35|Pt|Quinta|312.14|3|1|436
PT-673|Lisboa||1997||2023|Talha|al-Jabbar|6|0|41|PT||223.53|3|3|349
PT-1187|Coimbra||2012|Very High|2020|Bridget|Gonzalez Vargas|4|1|49|EUA||324.43|3|2|382
PT-865|Lisboa|Female|2004|High|2021|Aaron|Wilson|3|0|32|||246.16|3|2|371
PT-1052|Coimbra|Male|2015||2017|Chiahci|Guo|2|1|44||Vivenda|231.24|3|3|413
PT-485|LISBOA||2013||2023|Nathan|Vue|2|0|36|USA||146.62|3|3|398
PT-212|Lx||2004|Low|2019|Marquil|Washington|3|0|41|Portugal||232.06|3|4|464
PT-1036|||2002|High|2023|Yinghan|Natrajan|2|0|23|Portugal|Apartamento|228.59|3|2|420
PT-152|Lisboa||1900|High|2019|Luis|Johns|4|0|60|ENGLAND|Vivenda|156.81|3|3|465
PT-57|Lx|Male|2005|Very High|2021|Grayson|Hill|5|0|37|PT|Apartamento|246.65|3|2|403
PT-751|Lisboa||1960||2018|Roy|Thompson|3|0|20|United States of America|Vivenda|193.81|3|2|498
PT-1064|Proto||1997|Very High|2023|Gerardo|Martinez|4|0|31|England||154.54|3|1|461
PT-441|Coimbra|Female|2004|High|2017|Jose|Olivas|4|0|31|Portugl|Vivenda|169.8|3|1|441
PT-655|Proto|Male|1950||2021|Saqr|al-Halim|6|0|68|USA|Vivenda|258.63|3|4|427
PT-479|Lagos||2006||2023|Nguyet|Menon|2|1|55|England|Vivenda|294.43|3|2|430
PT-966||||High|2015|Makela|Taplin|3|1|24|Pt|Vivenda|241.28|3|2|450
PT-710|Lisboa|Female|1960|High|2023|Hasnaa|el-Badour|6|1|56|Portugal|Apartamento|220.35|3|3|428
PT-899|Porto|Male||Low|2017|Seth|Fine|5|0|24|United States of America|Quinta|204.69|3|1|473
PT-346||Female|1950|Perfect|2017|Khaira|el-Kazemi|6|1|39||Vivenda|241.13|3|3|536
PT-262|PORTO|Male|2016|High|2017|Sadeeqa|al-Chahine|6|1|30|UK|Apartamento|267.71|3|3|530
PT-654|Porto||2000|High|2017|Bryan|Brown|3|0|28|EUA|Apartamento|343.29|3|2|455
PT-1229|Porto|Female|1920|Medium|2022|Fabiola|Ramirez|4|1|70|United States of America|Apartamento|329.35|3|2|421
PT-311|Coimbra|Male|1998||2020|Shelby|Burke|5|1|62|||257.57|3|3|512
PT-292|Lagos|Female|1960|Medium|2017|Asia|Medina|3|1|57|Portugal||98.37|3|4|507
PT-570||Female|1900|Perfect|2023|Travis|Nguyen|2|0|42|Portugl|Vivenda|136.27|3|4|414
PT-1318||Female|1999|Perfect|2021|Breanna|Romero-Munoz|4|1|38||Quinta|229.45|3|3|518
PT-827|Lisboa|Female||High|2021|Brendan|Hoch|5|0|41||Vivenda|153.1|3|3|385
PT-458|Porto|Male|1998||2017|Hector|Martinez|4|0|28||Quinta|186.14|3|1|402
PT-229|Lisboa|Male|||2015|Shelby|Rodriguez|1|1|35|USA|Apartamento|198.19|3|1|487
PT-559|||2003||2020|Jack|Schneider|5|0|65|England||323.02|3|1|524
PT-425|Porto|Female|1950|High|2017|Jordan|Skyhorse|1|0|43|Pt|Apartamento|203.42|3|2|480
PT-940|Porto|Female|2003|High|2015|Jyansea|Jones|3|1|68|England|Apartamento|206.88|3|4|482
PT-594|||2013|High|2020|Waseema|al-Minhas|6|1|54|USA|Quinta|172.33|3|2|408
PT-498||Male|1996|Very High|2018|Zaira|Heredia|4|1|37|UK|Apartamento|289.34|3|2|497
PT-621|LISBOA||2005|Low|2023|Aspin|Otero|4|1|59|Pt|Quinta|92.34|3|4|405
PT-1384|Lagos||||2023|Mumtaaza|el-Suleiman|6|1|16|Prt|Vivenda|316.48|3|4|490
PT-652|Porto||2002|Low|2020|Naadiya|al-Zakaria|6|1|53|United States of America||251.92|3|2|436
PT-5|||2001|High|2023|Soraya|Rudy|4|1|36|Portugal|Apartamento|214.15|3|2|438
PT-1123|Porto||1980|High|2016|Kanae|Stirmers|1|1|47|UK|Apartamento|151.82|3|3|478
PT-79|Porto|Female|1900|High|2018|Maichong|Nguyen|2|1|58|ENGLAND|Apartamento|254.32|3|4|544
PT-1368|Portimão|Female|2014|Medium|2020|Rocky|Muniz|4|0|66|EUA|Apartamento|111.98|3|3|390
PT-582|Porto|Female|2014|Very High|2015|Brigite|Rodriguez|4|1|58|Prt||192.59|3|2|359
PT-1361|Portimão|Female|2006|Perfect|2019|Shafeeqa|al-Pasha|6|1|65|United States of America|Vivenda|273.77|3|2|433
PT-978|||2005|Very High|2021|Michael|Parker|1|0|30|UK|Apartamento|273.92|3|3|439
PT-470|Lagos|Female|2015|High|2021|Shana|Repollo|2|1|30|Prt|Apartamento|152.42|3|4|389
PT-604|Proto||1900|Low|2022|Micah|Miles-Groce|3|1|66|England||122.37|3|30|405
PT-1344||Female|2000|Perfect|2021|Jessica|Jape|4|1|48|Pt||188.47|4|3|621
PT-1134|Lagos|Male|2005||2021|Jonathan|Brown|5|0|59|England|Apartamento|108.84|4|2|633
PT-1354|PORTO||2016||2018|Fidda|el-Yasin|6|1|51||Apartamento|203.17|4|2|599
PT-104|Lisboa|Female|1975|High|2016|Linh|Nguyen|2|1|67|EUA|Vivenda|229.02|4|2|666
PT-862||Male|1950|Medium|2015|Richard|Hicks|3|0|48|EUA|Apartamento|103.77|4|2|488
PT-1062|Lisboa|Male|2006||2020|Haaritha|el-Imam|6|1|43|Prt|Vivenda|244.57|4|3|577
PT-416|Lisboa||1900|Low|2022|Hannah|Ryen|1|1|20|EUA|Apartamento|99.87|4|4|558
PT-1239|Porto||2005|High|2019|Joshua|White|1|0|40|UK|Apartamento|213.98|4|4|588
PT-357|LISBOA|Male|2015|Very High|2020|Taiseer|el-Faris|6|0|49|Portugal|Vivenda|205.14|4|3|594
PT-903|LISBOA||2016|High|2015|Willanna|Martinez|1|1|43|Portugl|Quinta|198.3|4|4|664
PT-845|||2000||2017|Jamie|Iron Cloud|1|1|49|PT|Apartamento|93.6|4|3|537
PT-70|Faro|Female|2008|High|2019|Mahfoodha|el-Hakeem|6|1|54|United States of America|Apartamento|111.77|4|2|567
PT-149|Porto|Male|2012|High|2018|Erica|Lovald|3|1|42|Pt|Vivenda|349.16|4|2|588
PT-836|Lisboa||2004|High|2021|David|Shin|2|0|60|UK|Apartamento|139.83|4|1|553
PT-303|Lisboa|Male|1920|High|2015|Aubrey|Urban|5|1|64|United States of America|Apartamento|248.87|4|30|530
PT-231|Faro||2005|High|2017|Abel|Perez Martinez|4|0|40||Apartamento|277.97|4|2|606
PT-824|Lisboa|Male|1997|Very High|2017|Kaatima|al-Hashmi|6|1|30|UK|Vivenda|123.34|4|3|679
PT-785|Proto||2013|High|2015|Nicole|Cordell|5|1|36|Portugl|Vivenda|247.8|4|3|607
PT-189||Female|1920||2019|Tawasa|Farrell|3|1|30|Portugal|Apartamento|349.28|4|1|586
PT-504|LISBOA||2007|High|2016|Zachery|Blaze|1|0|51|UK|Apartamento|242.09|4|3|572
PT-352|Porto|Female|1995|High|2021|Saalih|al-Radi|6|0|75|Portugal|Quinta|263.37|4|3|598
PT-733|PORTO|Male|1998|High|2019|Yana|Wills|5|1|75|EUA|Apartamento|164.64|4|4|597
PT-549|PORTO|Female||Perfect|2021|Brent|Greene|1|0|25|ENGLAND|Apartamento|167.49|4|4|636
PT-1210|Lx|Male|||2015|Phuong|Fong|2|1|54|USA|Quinta|128.32|4|2|673
PT-304|Proto|Female|1950|High|2015|Fikri|el-Rais|6|0|38|Portugal|Apartamento|225.37|4|2|639
PT-337|Lx||2016|Very High|2015|Zeena|al-Musa|6|1|41|PT|Quinta|260.34|4|2|621
PT-120|Lisboa|Male|2016|High|2016|Nu'maan|el-Sulaiman|6|0|32|Portugal|Apartamento|199|4|4|511
PT-329|Porto|||High|2022|Uqbah|al-Khalid|6|0|62|||267.77|4|1|559
PT-677|Porto|Female|2017|Perfect|2023|Carlton|Thomas|1|0|48|UK|Vivenda|281.39|4|3|548
PT-913||Male|2014|High|2015|Scott|Stockard|5|0|50|England|Vivenda|273.64|4|2|581
PT-793||Female||High|2021|Qisma|al-Hammad|6|1|43|Portugal|Apartamento|279.22|4|2|663
PT-155|Lx|Female|2005|High|2021|Matthew|Mcelwreath|2|0|58|Prt|Vivenda|302.44|4|2|559
PT-305||Female||High|2015|Mia|Rojanaphong|2|1|54|Prt|Vivenda|337.41|4|3|599
PT-1200|Lisboa|Female|2015|High|2021|Vinson|Le|2|0|53|ENGLAND|Vivenda|228.59|4|4|645
PT-400|||2014|High|2021|Anna|Liu|2|1|24|Portugal||334.61|4|1|511
PT-129|Faro|Female|2012|Low|2020|Almaasa|el-Akhter|6|1|42|UK|Vivenda|281.47|4|3|601
PT-503|Lisboa||1995|Low|2015|Renee|Dixon Jr|3|1|55|Pt|Vivenda|264.97|4|1|586
PT-1118|Lisboa|Female|2007|Low|2017|Kimberly|Methuselah|2|1|50||Apartamento|179.5|4|1|677
PT-259||Male|2012||2018|Franklin|Iron Cloud|1|0|32|ENGLAND|Vivenda|214.35|4|4|526
PT-1078|||2015|High|2019|Veronica|Salazar|4|1|67||Apartamento|195.97|4|2|720
PT-1033|PORTO|Male|2003|Medium|2016|Aidan|Bump|5|0|59|EUA|Quinta|114.91|4|4|595
PT-1022|Lisboa|Female|2003|High|2020|Lee Ann|Bui|2|1|52|Prt||292.66|4|2|684
PT-787|PORTO|Female||High|2023|Christian|Jamison|1|0|58|ENGLAND|Vivenda|228.3|4|2|606
PT-648|||2006|High|2017|Taqiyya|al-Hossain|6|1|60|United States of America||171.61|4|3|647
PT-395||Female|2006||2022|Varun|Batorgil|2|0|59||Vivenda|254.96|4|2|563
PT-816|Lisboa||2007||2022|Michelle|Manshadi|2|1|33|USA|Vivenda|332.56|4|2|526
PT-106|Porto||1997|Very High|2019|Jeremy|Zaman|1|0|62|United States of America|Quinta|343.71|4|4|620
PT-1092|Lisboa|Male|2005|Perfect|2020|Andres|Macneill|2|0|55|Prt|Vivenda|164.55|4|4|579
PT-1375|||1997|Perfect|2016|Khaleel|el-Kamara|6|0|59|USA|Apartamento|128.9|4|3|604
PT-736|Proto|||High|2021|Scarlett|Makaiwi|1|1|35|England||256.44|4|4|550
PT-547|Coimbra|Female|1996|High|2019|Desiree|Roman Aguilar|4|1|34|Prt||217.99|4|30|579
PT-1371|Coimbra|Female|1998|High|2020|William|Green|3|0|39|Prt|Apartamento|210.64|4|3|657
PT-1181|Coimbra||2013||2016|Stephanie|Park|2|1|29||Vivenda|132.7|4|4|535
PT-766|Lagos||2014|High|2016|Mahdhoodha|al-Rahaim|6|1|19|PT||294.94|4|2|569
PT-986|Porto|Male|2012||2018|Zeena|el-El-Sayed|6|1|43|USA||208.77|4|2|548
PT-394|Porto|Female|1920||2020|Marcus|Sanchez|4|0|63|USA|Apartamento|127.13|4|4|551
PT-442|Faro||2003|Very High|2023|Sadoon|el-Hamdan|6|0|61|England|Vivenda|292.74|4|2|671
PT-430|Lx|||High|2017|Sekayi|Afework|3|1|15||Quinta|169.66|4|3|512
PT-1053|Portimão||2008|High|2020|Musaaid|el-Hatem|6|0|62|Portugal|Quinta|333.87|4|1|557
PT-661|Porto|Female|1920|High|2018|Abdul Haadi|al-Tamer|6|0|47|USA|Quinta|326.96|4|2|470
PT-1109|||2017|High|2021|Mario|Glowinsky|2|0|22|USA|Vivenda|248.18|4|3|581
PT-286||||Medium|2021|Kai|Aragon|4|0|67|Portugal|Apartamento|244.82|4|3|589
PT-207|Lisboa|Female|2002|Medium|2023|Phillip|Cooks|3|0|38|ENGLAND|Vivenda|246.89|4|2|527
PT-513|Lisboa|Female|1975||2018|Charles|Pounal|3|0|52||Quinta|244.27|4|2|640
PT-1345|Portimão|Female|1980|High|2015|Liad|Cathey|3|0|32|Prt|Apartamento|129.8|4|2|664
PT-611|PORTO|Female||Very High|2021|Rayce|Celestine|3|0|53|Prt|Apartamento|155.47|4|4|622
PT-849|Portimão||2016|Very High|2019|Michael|Carrasco|4|0|43|Portugal|Quinta|183.3|4|2|546
PT-86|Lisboa||1995|High|2018|Jyona|Talley|3|1|36|ENGLAND|Vivenda|325.87|4|1|554
PT-774|Porto|Female|1975|High|2018|Emily|Debroux|5|1|42|United States of America||193.44|4|1|517
PT-260|Lx|Female||High|2016|William|Mills|1|0|23|Portugal|Vivenda|298.88|4|4|640
PT-100|Lx|Male|2015||2020|Christopher|Cabanting|2|0|46|Pt|Vivenda|220.58|4|1|558
PT-805|Lagos||1999|Low|2020|Cetan|Warren|1|1|65||Quinta|103.54|4|2|610
PT-1156|||2016|High|2022|Jalen|Lovato|1|0|51|PT|Vivenda|283.68|4|4|744
PT-1101|Lisboa|Male||Perfect|2015|Sierra|Zimmermann|5|1|57|UK|Quinta|142.11|4|2|592
PT-247|LISBOA|Male|2004||2016|Vandross|Quidachay|2|0|48|Prt|Vivenda|111.13|4|3|586
PT-676|Lisboa|Female|1980|Low|2021|Lakota|Perry|1|1|57|Portugl|Vivenda|261.13|4|4|518
PT-1329|Portimão|Male|1980|High|2015|De'Jane|Towne|1|1|59|Portugl|Apartamento|92.02|4|4|595
PT-1003|Portimão|||High|2023|Madeline|Martinez|3|1|43|EUA|Vivenda|327.61|4|4|604
PT-1336|Proto|Female|2006|Medium|2019|Ashley|Crews|1|1|59|ENGLAND|Apartamento|175.21|4|2|663
PT-1338|Portimão|Female|2008||2021|Paul|Mims|3|0|61|EUA|Vivenda|109.37|4|1|603
PT-467|Lisboa||2008|High|2023|Irma|Serrano|4|1|44|USA|Quinta|343.22|4|3|573
PT-609|Faro|Female|1900||2016|Maihao|Song|2|1|24|United States of America|Vivenda|241.3|4|4|511
PT-1193|Proto|Female|||2016|Willie|Burkley|3|0|55|Portugal|Apartamento|176.63|4|4|526
PT-409|||1950|Very High|2018|Dominic|Mix|1|0|35|Portugal||253.27|4|4|542
PT-1072|Lisboa|Female|2001|High|2016|Alexander|Garcia|1|0|54|EUA|Vivenda|167.71|4|4|704
PT-1138|Coimbra|Female|1997|High|2022|Markus|Morales|4|0|62|Pt|Vivenda|154.9|4|2|623
PT-208|Porto||1997|High|2022|Jeffrey|Mourn|1|0|28|Prt|Vivenda|338.22|4|4|559
PT-161|Portimão||2003|High|2021|Hasan|al-Soliman|6|0|29|UK|Apartamento|235.58|4|4|612
PT-472|||1975|Perfect|2016|Andrew|Pleasants|5|0|48|EUA|Vivenda|337.79|4|4|531
PT-738|||1980|High|2021|Micheal|Trujillo|4|0|42|ENGLAND|Apartamento|301.08|4|2|610
PT-1177|Lisboa|Female||High|2018|Kelsey|Gonzalez|4|1|35|UK|Quinta|105.72|4|2|588
PT-372|Lisboa||2007|High|2022|Stephani|Lipps|1|1|39|Portugal|Apartamento|286.19|4|3|669
PT-644|Lagos|Female|2001|Medium|2020|Sourinthone|Plumsukon|2|0|15||Apartamento|122.82|4|4|530
PT-1367|Portimão||1900||2016|Trae|Kamanawa|2|0|53||Apartamento|259.99|4|4|550
PT-1191|Lisboa|Male|2008|Low|2023|Keith|Miller|5|0|32|USA|Apartamento|310.54|4|1|541
PT-701||Female|2007||2015|Haaniya|al-Abid|6|1|63|Portugl|Quinta|238.78|4|4|645
PT-768||Male|1960|High|2016|Matthew|Kennedy|3|0|70|USA||287.95|4|4|631
PT-579|Faro|Male|1960|Low|2016|Jose|Gamboa|4|0|49|USA|Apartamento|150.73|4|2|617
PT-636|Coimbra|Female|1980|High|2022|Maisara|al-Ishak|6|1|35|ENGLAND|Vivenda|329.77|4|3|644
PT-301|Porto|Male|1900|Medium|2019|David|Kacprowicz|1|0|52|England||249.72|4|3|670
PT-294||Female|2008|High|2015|Angelina|Ruppert|1|1|46|EUA||308.83|4|1|650
PT-1207|Lx||1900|Very High|2023|Davuntae|Morrison-Howze|3|0|47|EUA|Apartamento|125.23|4|3|598
PT-241|Lisboa|Female|2012|Medium|2022|Fareeda|al-Ishak|6|1|46||Quinta|293.22|4|1|636
PT-460|Porto||1975|Medium|2022|Camille|Chapa|1|1|33||Quinta|204.95|4|3|597
PT-487|LISBOA|Female|2002||2019|Clifton|Mason|1|0|38|PT|Quinta|311.39|4|1|640
PT-1218|Lisboa|Male|2013|High|2015|Lindsey|Barker|5|1|28|Portugl|Vivenda|149.56|4|2|644
PT-1315|Lisboa||2005||2021|Husain|el-Kaba|6|0|56||Vivenda|181.68|4|1|580
PT-187|Porto||2012|Low|2018|Carlos|Ontiveros-Garcia|4|0|70|UK|Vivenda|105.61|4|1|611
PT-1038|Coimbra|Male|1950||2019|William|Truefeather|1|0|45|Pt|Vivenda|213.21|4|4|648
PT-450||Female|2004|High|2015|Aaron|Morris|3|0|46|UK||177.42|4|2|618
PT-274|Portimão|||Very High|2016|Jessica|Lefholz|1|1|-1|United States of America||336.89|4|1|582
PT-1090|Lisboa|Male|2004|High|2023|Brittni|Pinelle|1|1|42|Pt||231.63|4|3|550
PT-574|Lisboa||1900|High|2022|Alejandra|Lopez|4|1|47|EUA|Vivenda|195.33|4|3|505
PT-1356|Porto||1998|High|2018|Natalie|Thai|2|1|35|Pt|Apartamento|349.42|4|4|564
PT-914|Lisboa||1950|Perfect|2020|Nicholas|Bullock|5|0|59|Portugal|Apartamento|161.72|4|4|586
PT-811|Lisboa|Female|2005||2023|Jubair|el-Ahsan|6|0|46||Apartamento|98.83|4|4|543
PT-548|Faro|Female|2016|Very High|2019|Jonique|Thorne|3|1|59||Quinta|310.41|4|2|611
PT-186||Female|2006|High|2015|Miska|el-Zia|6|1|23|ENGLAND|Quinta|284.17|4|4|590
PT-1071|Lx||2000|Low|2023|Haniyya|al-Muhammad|6|1|27|United States of America|Apartamento|203|4|2|640
PT-103||Female|1996|High|2015|Chan'Cellore|Plaatjes|3|1|61|Portugl||215.04|4|1|680
PT-936|Lisboa|Female|1996|High|2015|Dylan|Stevens|2|0|47|England|Quinta|328.63|4|4|601
PT-982|Lisboa||||2019|Cristian|Valadez Fraire|4|1|40|England|Vivenda|277.01|4|4|628
PT-1205|LISBOA||1997|High|2018|Michael|Wilson|4|0|42||Apartamento|206.25|4|2|589
PT-1215||Female|1997|High|2020|Melissa|Corrales-Pena|4|1|72||Vivenda|233.61|4|4|626
PT-361|Lisboa|Female|2008|Perfect|2021|Corey|Tolbert|3|0|63|Portugal|Apartamento|213.85|4|4|643
PT-526|Lisboa||1997|High|2023|Amanda|Barnes|5|1|40|||289.31|4|2|513
PT-605|Coimbra|Male|1960||2016|Marquel|Mitchell|3|0|93||Vivenda|115.32|4|2|571
PT-1301|Lisboa|Female|1996|High|2023|Archibald|Jennings|3|0|59||Quinta|321.97|4|4|586
PT-37|Portimão|Male||High|2018|Naadiya|el-Rahman|6|1|54|USA|Quinta|288.1|4|2|602
PT-139|Porto||1975|High|2015|Benjamin|Devnani|2|0|21|Pt|Vivenda|106.24|4|1|733
PT-770|Lisboa||2016|High|2016|Christina|Fields|3|1|55|Pt|Apartamento|237.17|4|3|624
PT-1183|Lisboa||1900|High|2015|Jordyn|Bilenduke|5|1|56|United States of America|Vivenda|144.37|4|3|679
PT-490|||1920|Medium|2022|Joshua|Mcgee|5|0|69|Portugal|Quinta|275.79|4|2|558
PT-91||Female|2004|High|2022|Scott|Boyles|5|0|45|Portugal||159.74|4|3|571
PT-608|Porto|Female|2003|High|2022|Teria|Moss|3|1|39|EUA|Quinta|348.04|4|30|711
PT-1288|LISBOA|Female|2013|High|2018|Clarence|Yaromenka|5|0|50|Portugal|Vivenda|121.93|4|30|550
PT-404|LISBOA||2002|Low|2016|Nameera|el-Saleh|6|1|53|ENGLAND|Quinta|251.42|4|4|565
PT-912|Lisboa||2008|High|2023|Celes|Scott|3|1|53|ENGLAND|Vivenda|160.63|4|3|562
PT-459|Proto||2007|Low|2021|Stephen|Scherrer|5|0|46|England|Apartamento|164.59|4|3|529
PT-1097|Lx||1950|High|2017|Reyna|Delgado|4|1|59|Pt|Quinta|92.67|4|4|582
PT-818||||High|2021|William|Mourn|1|0|66|Prt|Apartamento|98.76|4|3|604
PT-45|Faro|Female|2003|High|2015|Tara|Luong|2|1|45|UK||248.61|4|4|563
PT-399|Coimbra||2015|High|2021|Anjana|Che|2|1|52|Portugal||103.91|4|4|627
PT-1143|||1997||2019|Sergio|Castorena|4|0|32|United States of America|Apartamento|344.06|4|3|602
PT-96|Lisboa||2005|Medium|2020|Edward|Cerritos-Rodriguez|4|0|45|Pt|Apartamento|99.66|4|2|665
PT-1241|Coimbra|Female|1998|High|2018|Philong|Ninomiya|2|0|30|Portugal||334.08|4|2|621
PT-272|||1995|High|2023|Sameera|al-Farid|6|1|28||Quinta|240.06|4|2|598
PT-1149|Faro|Female|1996|Perfect|2021|Zirui|Safranek|2|0|21|PT||254|4|4|580
PT-493|Lisboa||1920|High|2015|Alyssa|Fiddelke|1|1|51|PT|Apartamento|249.16|4|3|581
PT-852|||1900|High|2020|Deaijah|Curtis|3|1|46|England|Apartamento|195.93|4|3|458
PT-188|Lisboa||2013|Very High|2015|Saleema|el-Nasrallah|6|1|26|PT|Vivenda|301.41|4|2|583
PT-1385|Porto|Female||High|2020|Rahma|el-Salih|6|1|65|USA|Vivenda|309.61|4|2|557
PT-436|||2005||2016|Ariel|Decoud|3|1|71|Pt|Vivenda|154.28|4|4|603
PT-109||Male|1980|High|2015|Taylor|Vigil|4|1|34|United States of America|Apartamento|294.32|4|3|639
PT-445||Female|2013|High|2021|Michael|Jones|5|0|69|UK|Vivenda|321.1|4|3|598
PT-1247||Female|1960||2020|Dezmond|Robinson|3|0|75|ENGLAND|Apartamento|231.4|4|3|454
PT-1263|Porto||1920|High|2015|Mu'taz|el-Noori|6|0|39|PT|Apartamento|271.68|4|4|605
PT-831|Coimbra|Female|2014|Very High|2017|Hector|Rodriguez|4|0|40|Prt|Quinta|272.9|4|4|651
PT-1238|PORTO|Female|2012|Medium|2021|Luis|Silva|4|0|43|USA|Apartamento|135.99|4|3|502
PT-1131|Portimão||2015||2018|Julia|Zimmerman|5|1|47|USA|Vivenda|200.34|4|3|564
PT-298|Proto|Female|2000|Perfect|2020|Brianna|Otero|4|1|61|Portugl|Quinta|237.59|4|1|609
PT-334|Coimbra|Female||Low|2021|Jordan|Dubose|3|0|58|Portugl|Apartamento|281.71|4|3|580
PT-629|Porto|Male|2002||2022|Natasha|Jensen|3|1|34||Apartamento|154.14|4|2|696
PT-140|Lisboa|Male|2008|Very High|2020|Lexandra|Xiong|2|1|58|Prt||318.17|4|1|656
PT-858|Porto|Female|2014|High|2023|Mina|Hoang|2|1|59|Portugal|Vivenda|276.86|4|3|553
PT-1141|Lagos||2003|High|2019|Colton|Hardy|5|0|34|United States of America|Apartamento|235|4|1|670
PT-703|||2013|Perfect|2017|Mumtaaza|al-Rabbani|6|1|50|Pt|Quinta|318.15|4|3|621
PT-568|Faro||1975|High|2021|Alexandra|Arnold|4|1|72|Prt|Quinta|183.69|4|1|628
PT-775||Male|2004|Low|2018|Kaitlyn|Kruse|5|1|75|Portugal|Quinta|197.02|4|2|618
PT-1127|||1975|High|2023|Tyler|Everett|3|1|64|Portugl|Apartamento|298.65|4|2|606
PT-1019|||1997|Perfect|2023|Hunter|Ordunez|1|1|50|Portugl|Quinta|225.82|4|2|578
PT-821||Female|2007|Very High|2019|Tameem|el-Salman|6|0|27||Vivenda|196.34|4|2|618
PT-509|Lisboa|Female|2005||2021|Stevie|Maez|1|1|25|EUA|Apartamento|296.03|4|3|606
PT-92|Porto||||2017|Khaira|el-Ansari|6|1|19||Quinta|329.45|4|2|585
PT-895||Female|2015|High|2022|Janice|Yen|2|1|48|ENGLAND|Apartamento|280.73|4|2|538
PT-530|Lx|Male|2001||2016|Ashley|Christensen|5|1|32||Apartamento|220.72|4|4|662
PT-335|Lisboa|Female||High|2019|Laquinn|Shelton|2|0|59|USA|Quinta|248.52|4|4|528
PT-412|Lisboa|Female|1920|Low|2021|Zaaida|el-Shad|6|1|56|England|Quinta|282.58|4|30|582
PT-281|Faro|Female|2007|High|2018|Zaamil|al-Jaffer|6|0|25|||209.49|4|2|564
PT-1273|||2004|High|2018|Anthony|Hernandez|3|0|58|England|Vivenda|190.76|4|2|614
PT-580|Lx|Female|1920||2019|Kameron|Reyad|3|0|43|USA|Quinta|334.55|4|2|544
PT-20|Lisboa||1999|Perfect|2016|Bandar|el-Shabazz|6|0|73|Portugl|Vivenda|235.4|4|2|612
PT-306|PORTO|Male|2008|High|2022|Stephanie|Brown|3|1|41|PT|Apartamento|118.1|4|2|490
PT-1185|Lagos|Female|2016|High|2020|Sara|Alex|1|1|27|Pt||264.83|4|3|574
PT-947||Female|2014||2015|Noah|Magallanes Hernandez|4|0|26|Portugal||149.12|4|2|557
PT-730|Coimbra|||Very High|2015|Nicholas|Ross|5|0|40|Prt|Quinta|230.71|4|3|631
PT-53|||1997|Low|2017|Maisara|al-Shahan|6|0|39|Prt|Quinta|126.07|4|2|615
PT-461|PORTO|Female|1997|High|2018|Taylor|Hanley|3|1|57||Quinta|249.75|4|2|661
PT-846|||2008|High|2020|Katharine|Grieser|5|1|54|PT|Vivenda|341.7|4|3|640
PT-843|Proto||1998|High|2018|Justin|Atencio|1|0|66|England|Vivenda|338.96|4|1|584
PT-1291|Lisboa|Female|||2023|Shadhaa|al-Hamdan|6|1|54|Portugal|Apartamento|227.31|4|3|559
PT-1264|LISBOA|||High|2018|Hieu|Morales|2|0|56|EUA||190.6|4|1|579
PT-892|Porto|Female|1960|High|2021|Pascal|Dizon|2|0|53|Portugal|Apartamento|247.59|4|2|543
PT-948|PORTO|Male|1996|Low|2020|Tony|Marsh|1|0|7|Prt|Quinta|291.25|4|1|566
PT-473|Lisboa|Female|1999|High|2023|Charlayna|Ehlers|1|1|28||Vivenda|215.76|4|3|665
PT-290|Faro|Male|2008|Perfect|2022|Achaya|Parnell|3|1|33|England|Quinta|112.44|4|1|669
PT-716||Female|2000|High|2020|Huraira|al-Majeed|6|0|61|ENGLAND|Apartamento|272.1|4|2|569
PT-1122|Coimbra|Female|2017|High|2020|Leo|Rodriguez|4|0|46|UK||98.89|4|4|612
PT-891|Lisboa|Male|2002|Perfect|2023|Jasmin|Ontiveros-Valles|4|1|19|Pt|Quinta|171.49|4|4|616
PT-1150|Lisboa|Female|1996||2015|Joshua|Chapa|1|0|37|PT|Quinta|217.43|4|1|624
